Name,Dex Number,Gen,Type 1,Type 2,Classification,Height (meters),Weight (kg),BST,HP,Attack,Defense,Special Atk.,Special Def.,Speed,Ability 1,Ability 2,Ability 3,Ability Hidden,Psuedo-legendary,Legendary,Mythical,Base Evolution,Stage 1 Evolution,Stage 2 Evolution,Flavor text
Spritzee,682,VI,fairy,,Perfume Pokémon,0.2,0.5,341,78,52,60,63,65,23,Healer,,,Aroma Veil,0,0,0,Spritzee,Aromatisse,,A scent pouch within this Pokémon’s body allows it to create various scents. A change in its diet will alter the fragrance it produces.
Aromatisse,683,VI,fairy,,Fragrance Pokémon,0.8,15.5,462,101,72,72,99,89,29,Healer,,,Aroma Veil,0,0,0,Spritzee,Aromatisse,,The scent that constantly emits from its fur is so powerful that this Pokémon’s companions will eventually lose their sense of smell.
Swirlix,684,VI,fairy,,Cotton Candy Pokémon,0.4,3.5,341,62,48,66,59,57,49,Sweet Veil,,,Unburden,0,0,0,Swirlix,Slurpuff,,"It eats its own weight in sugar every day. If it doesn’t get enough sugar, it becomes incredibly grumpy."
Slurpuff,685,VI,fairy,,Meringue Pokémon,0.8,5,480,82,80,86,85,75,72,Sweet Veil,,,Unburden,0,0,0,Swirlix,Slurpuff,,"By taking in a person’s scent, it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications."
Inkay,686,VI,dark,psychic,Revolving Pokémon,0.4,3.5,288,53,54,53,37,46,45,Contrary,Suction Cups,,Infiltrator,0,0,0,Inkay,Malamar,,It spins while making its luminescent spots flash. These spots allow it to communicate with others by using different patterns of light.
Malamar,687,VI,dark,psychic,Overturning Pokémon,1.5,47,482,86,92,88,68,75,73,Contrary,Suction Cups,,Infiltrator,0,0,0,Inkay,Malamar,,"Gazing at its luminescent spots will quickly induce a hypnotic state, putting the observer under Malamar’s control."
Binacle,688,VI,rock,water,Two-Handed Pokémon,0.5,31,306,42,52,67,39,56,50,Tough Claws,Sniper,,Pickpocket,0,0,0,Binacle,Barbaracle,,"After two Binacle find a suitably sized rock, they adhere themselves to it and live together. They cooperate to gather food during high tide."
Barbaracle,689,VI,rock,water,Collective Pokémon,1.3,96,500,72,105,115,54,86,68,Tough Claws,Sniper,,Pickpocket,0,0,0,Binacle,Barbaracle,,Seven Binacle come together to form one Barbaracle. The Binacle that serves as the head gives orders to those serving as the limbs.
Skrelp,690,VI,poison,water,Mock Kelp Pokémon,0.5,7.3,320,50,60,60,60,60,30,Poison Point,Poison Touch,,Adaptability,0,0,0,Skrelp,Dragalge,,"It drifts in the ocean, blending in with floating seaweed. When other Pokémon come to feast on the seaweed, Skrelp feasts on them instead."
Dragalge,691,VI,poison,dragon,Mock Kelp Pokémon,1.8,81.5,494,65,75,90,97,123,44,Poison Point,Poison Touch,,Adaptability,0,0,0,Skrelp,Dragalge,,Dragalge uses a poisonous liquid capable of corroding metal to send tankers that enter its territory to the bottom of the sea.
Clauncher,692,VI,water,,Water Gun Pokémon,0.5,8.3,330,50,53,62,58,63,44,Mega Launcher,,,,0,0,0,Clauncher,Clawitzer,,"Clauncher’s claws can fall off during battle, but they’ll regenerate. The meat inside the claws is popular as a delicacy in Galar."
Clawitzer,693,VI,water,,Howitzer Pokémon,1.3,35.3,500,71,73,88,120,89,59,Mega Launcher,,,,0,0,0,Clauncher,Clawitzer,,"After using the feelers on its oversized claw to detect the location of prey, Clawitzer launches a cannonball of water at its target."
Helioptile,694,VI,electric,normal,Generator Pokémon,0.5,6,289,44,38,33,61,43,70,Dry Skin,Sand Veil,,Solar Power,0,0,0,Helioptile,Heliolisk,,"When spread, the frills on its head act like solar panels, generating the power behind this Pokémon’s electric moves."
Heliolisk,695,VI,electric,normal,Generator Pokémon,1,21,481,62,55,52,109,94,109,Dry Skin,Sand Veil,,Solar Power,0,0,0,Helioptile,Heliolisk,,"A now-vanished desert culture treasured these Pokémon. Appropriately, when Heliolisk came to the Galar region, treasure came with them."
Tyrunt,696,VI,rock,dragon,Royal Heir Pokémon,0.8,26,362,58,89,77,45,45,48,Strong Jaw,,,Sturdy,0,0,0,Tyrunt,Tyrantrum,,"This is an ancient Pokémon, revived in modern times. It has a violent disposition, and it’ll tear apart anything it gets between its hefty jaws."
Tyrantrum,697,VI,rock,dragon,Despot Pokémon,2.5,270,521,82,121,119,69,59,71,Strong Jaw,,,Rock Head,0,0,0,Tyrunt,Tyrantrum,,"This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent."
Amaura,698,VI,rock,ice,Tundra Pokémon,1.3,25.2,362,77,59,50,67,63,46,Refrigerate,,,Snow Warning,0,0,0,Amaura,Aurorus,,"This Pokémon was successfully restored from a fossil. In the past, it lived with others of its kind in cold lands where there were fewer predators."
Aurorus,699,VI,rock,ice,Tundra Pokémon,2.7,225,521,123,77,72,99,92,58,Refrigerate,,,Snow Warning,0,0,0,Amaura,Aurorus,,"Aurorus was restored from a fossil. It’s said that when this Pokémon howls, auroras appear in the night sky."
Sylveon,700,VI,fairy,,Intertwining Pokémon,1,23.5,525,95,65,65,110,130,60,Cute Charm,,,Pixilate,0,0,0,Eevee,Sylveon,,"By releasing enmity-erasing waves from its ribbonlike feelers, Sylveon stops any conflict."
Hawlucha,701,VI,fighting,flying,Wrestling Pokémon,0.8,21.5,500,78,92,75,74,63,118,Limber,Unburden,,Mold Breaker,0,0,0,Hawlucha,,,"It drives its opponents to exhaustion with its agile maneuvers, then ends the fight with a flashy finishing move."
Dedenne,702,VI,electric,fairy,Antenna Pokémon,0.2,2.2,431,67,58,57,81,67,101,Cheek Pouch,Pickup,,Plus,0,0,0,Dedenne,,,A Dedenne’s whiskers pick up electrical waves other Dedenne send out. These Pokémon share locations of food or electricity with one another.
Carbink,703,VI,rock,fairy,Jewel Pokémon,0.3,5.7,500,50,50,150,50,150,50,Clear Body,,,Sturdy,0,0,0,Carbink,,,"When beset by attackers, Carbink wipes them all out by firing high-energy beams from the gems embedded in its body."
Goomy,704,VI,dragon,,Soft Tissue Pokémon,0.3,2.8,300,45,50,35,55,75,40,Sap Sipper,Hydration,,Gooey,0,0,0,Goomy,Sliggoo,Goodra,"Because most of its body is water, it will dry up if the weather becomes too arid. It’s considered the weakest dragon Pokémon."
Sliggoo,705,VI,dragon,,Soft Tissue Pokémon,0.8,17.5,452,68,75,53,83,113,60,Sap Sipper,Hydration,,Gooey,0,0,0,Goomy,Sliggoo,Goodra,"Although this Pokémon isn’t very strong, its body is coated in a caustic slime that can melt through anything, so predators steer clear of it."
Goodra,706,VI,dragon,,Dragon Pokémon,2,150.5,600,90,100,70,110,150,80,Sap Sipper,Hydration,,Gooey,0,0,0,Goomy,Sliggoo,Goodra,"Sometimes it misunderstands instructions and appears dazed or bewildered. Many Trainers don’t mind, finding this behavior to be adorable."
Klefki,707,VI,steel,fairy,Key Ring Pokémon,0.2,3,470,57,80,91,80,87,75,Prankster,,,Magician,0,0,0,Klefki,,,"This Pokémon is constantly collecting keys. Entrust a Klefki with important keys, and the Pokémon will protect them no matter what."
Phantump,708,VI,ghost,grass,Stump Pokémon,0.4,7,309,43,70,48,50,60,38,Natural Cure,Frisk,,Harvest,0,0,0,Phantump,Trevenant,,"After a lost child perished in the forest, their spirit possessed a tree stump, causing the spirit’s rebirth as this Pokémon."
Trevenant,709,VI,ghost,grass,Elder Tree Pokémon,1.5,71,474,85,110,76,65,82,56,Natural Cure,Frisk,,Harvest,0,0,0,Phantump,Trevenant,,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind."
Pumpkaboo,710,VI,ghost,grass,Pumpkin Pokémon,0.4,5,335,49,66,70,44,55,51,Pickup,Frisk,,Insomnia,0,0,0,Pumpkaboo,Gourgeist,,Spirits that wander this world are placed into Pumpkaboo’s body. They’re then moved on to the afterlife.
Gourgeist,711,VI,ghost,grass,Pumpkin Pokémon,0.9,12.5,494,65,90,122,58,75,84,Pickup,Frisk,,Insomnia,0,0,0,Pumpkaboo,Gourgeist,,Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife.
Bergmite,712,VI,ice,,Ice Chunk Pokémon,1,99.5,304,55,69,85,32,35,28,Own Tempo,Ice Body,,Sturdy,0,0,0,Bergmite,Avalugg,,"They chill the air around them to −150 degrees Fahrenheit, freezing the water in the air into ice that they use as armor."
Avalugg,713,VI,ice,,Iceberg Pokémon,2,505,514,95,117,184,44,46,28,Own Tempo,Ice Body,,Sturdy,0,0,0,Bergmite,Avalugg,,"At high latitudes, this Pokémon can be found with clusters of Bergmite on its back as it swims among the icebergs."
Noibat,714,VI,flying,dragon,Sound Wave Pokémon,0.5,8,245,40,30,35,45,40,55,Frisk,Infiltrator,,Telepathy,0,0,0,Noibat,Noivern,,"After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit."
Noivern,715,VI,flying,dragon,Sound Wave Pokémon,1.5,85,535,85,70,80,97,80,123,Frisk,Infiltrator,,Telepathy,0,0,0,Noibat,Noivern,,"Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark."
Xerneas,716,VI,fairy,,Life Pokémon,3,215,680,126,131,95,131,98,99,Fairy Aura,,,,0,1,0,Xerneas,,,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.
Yveltal,717,VI,dark,flying,Destruction Pokémon,5.8,203,680,126,131,95,131,98,99,Dark Aura,,,,0,1,0,Yveltal,,,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
Zygarde,718,VI,dragon,ground,Order Pokémon,5,305,600,108,100,121,81,95,95,Aura Break (Standard),Power Construct (Some 10%/50%/Complete Forme),,,0,1,0,Zygarde,,,This is Zygarde’s form when about half of its pieces have been assembled. It plays the role of monitoring the ecosystem.
Diancie,719,VI,rock,fairy,Jewel Pokémon,0.7,8.8,600,50,100,150,100,150,50,Clear Body,,,,0,0,1,Diancie,,,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
Hoopa,720,VI,psychic,ghost,Mischief Pokémon,0.5,9,600,80,110,60,150,130,70,Magician,,,,0,0,1,Hoopa,,,"In its true form, it possesses a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within."
Volcanion,721,VI,fire,water,Steam Pokémon,1.7,195,600,80,110,120,130,90,70,Water Absorb,,,,0,0,1,Volcanion,,,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.
Rowlet,722,VII,grass,flying,Grass Quill Pokémon,0.3,1.5,320,68,55,55,50,50,42,Overgrow,,,Long Reach,0,0,0,Rowlet,Dartrix,Decidueye,"It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable."
Dartrix,723,VII,grass,flying,Blade Quill Pokémon,0.7,16,420,78,75,75,70,70,52,Overgrow,,,Long Reach,0,0,0,Rowlet,Dartrix,Decidueye,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you."
Decidueye,724,VII,grass,ghost,Arrow Quill Pokémon,1.6,36.6,530,78,107,75,100,100,70,Overgrow,,,Long Reach,0,0,0,Rowlet,Dartrix,Decidueye,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus."
Litten,725,VII,fire,,Fire Cat Pokémon,0.4,4.3,320,45,65,40,60,40,70,Blaze,,,Intimidate,0,0,0,Litten,Torracat,Incineroar,"If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no."
Torracat,726,VII,fire,,Fire Cat Pokémon,0.7,25,420,65,85,50,80,50,90,Blaze,,,Intimidate,0,0,0,Litten,Torracat,Incineroar,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches."
Incineroar,727,VII,fire,dark,Heel Pokémon,1.8,83,530,95,115,90,80,90,60,Blaze,,,Intimidate,0,0,0,Litten,Torracat,Incineroar,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents."
Popplio,728,VII,water,,Sea Lion Pokémon,0.4,7.5,320,50,54,54,66,56,40,Torrent,,,Liquid Voice,0,0,0,Popplio,Brionne,Primarina,The balloons it inflates with its nose grow larger and larger as it practices day by day.
Brionne,729,VII,water,,Pop Star Pokémon,0.6,17.5,420,60,69,69,91,81,50,Torrent,,,Liquid Voice,0,0,0,Popplio,Brionne,Primarina,It gets excited when it sees a dance it doesn’t know. This hard worker practices diligently until it can learn that dance.
Primarina,730,VII,water,fairy,Soloist Pokémon,1.8,44,530,80,74,74,126,116,60,Torrent,,,Liquid Voice,0,0,0,Popplio,Brionne,Primarina,"To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing."
Pikipek,731,VII,normal,flying,Woodpecker Pokémon,0.3,1.2,265,35,75,30,30,30,65,Keen Eye,Skill Link,,Pickup,0,0,0,Pikipek,Trumbeak,Toucannon,It pecks at trees with its hard beak. You can get some idea of its mood or condition from the rhythm of its pecking.
Trumbeak,732,VII,normal,flying,Bugle Beak Pokémon,0.6,14.8,355,55,85,50,40,50,75,Keen Eye,Skill Link,,Pickup,0,0,0,Pikipek,Trumbeak,Toucannon,It can bend the tip of its beak to produce over a hundred different cries at will.
Toucannon,733,VII,normal,flying,Cannon Pokémon,1.1,26,485,80,120,75,75,75,60,Keen Eye,Skill Link,,Sheer Force,0,0,0,Pikipek,Trumbeak,Toucannon,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.
Yungoos,734,VII,normal,,Loitering Pokémon,0.4,6,253,48,70,30,30,30,45,Stakeout,Strong Jaw,,Adaptability,0,0,0,Yungoos,Gumshoos,,"Its stomach takes up most of its long torso. It’s a big eater, so the amount Trainers have to spend on its food is no laughing matter."
Gumshoos,735,VII,normal,,Stakeout Pokémon,0.7,14.2,418,88,110,60,55,60,45,Stakeout,Strong Jaw,,Adaptability,0,0,0,Yungoos,Gumshoos,,"Although it wasn’t originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak."
Grubbin,736,VII,bug,,Larva Pokémon,0.4,4.4,300,47,62,45,55,45,46,Swarm,,,,0,0,0,Grubbin,Charjabug,Vikavolt,"Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches."
Charjabug,737,VII,bug,electric,Battery Pokémon,0.5,10.5,400,57,82,95,55,75,36,Battery,,,,0,0,0,Grubbin,Charjabug,Vikavolt,"While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws."
Vikavolt,738,VII,bug,electric,Stag Beetle Pokémon,1.5,45,500,77,70,90,145,75,43,Levitate,,,,0,0,0,Grubbin,Charjabug,Vikavolt,"It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams."
Crabrawler,739,VII,fighting,,Boxing Pokémon,0.6,7,338,47,82,57,42,47,63,Hyper Cutter,Iron Fist,,Anger Point,0,0,0,Crabrawler,Crabominable,,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.
Crabominable,740,VII,fighting,ice,Woolly Crab Pokémon,1.7,180,478,97,132,77,62,67,43,Hyper Cutter,Iron Fist,,Anger Point,0,0,0,Crabrawler,Crabominable,,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!
Oricorio,741,VII,fire,flying,Dancing Pokémon,0.6,3.4,476,75,70,70,98,70,93,Dancer,,,,0,0,0,Oricorio,,,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.
Cutiefly,742,VII,bug,fairy,Bee Fly Pokémon,0.1,0.2,304,40,45,40,55,40,84,Honey Gather,Shield Dust,,Sweet Veil,0,0,0,Cutiefly,Ribombee,,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen."
Ribombee,743,VII,bug,fairy,Bee Fly Pokémon,0.2,0.5,464,60,55,60,95,70,124,Honey Gather,Shield Dust,,Sweet Veil,0,0,0,Cutiefly,Ribombee,,It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.
Rockruff,744,VII,rock,,Puppy Pokémon,0.5,9.2,280,45,65,40,30,40,60,Keen Eye,Vital Spirit,,Steadfast,0,0,0,Rockruff,Lycanroc,,"This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging."
Lycanroc,745,VII,rock,,Wolf Pokémon,0.8,25,487,75,115,65,55,65,112,Keen Eye,Sand Rush,,Steadfast,0,0,0,Rockruff,Lycanroc,,This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.
Wishiwashi,746,VII,water,,Small Fry Pokémon,0.2,0.3,175,45,20,20,25,25,40,Schooling,,,,0,0,0,Wishiwashi,,,"Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents."
Mareanie,747,VII,poison,water,Brutal Star Pokémon,0.4,8,305,50,53,62,43,52,45,Merciless,Limber,,Regenerator,0,0,0,Mareanie,Toxapex,,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.
Toxapex,748,VII,poison,water,Brutal Star Pokémon,0.7,14.5,495,50,63,152,53,142,35,Merciless,Limber,,Regenerator,0,0,0,Mareanie,Toxapex,,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat."
Mudbray,749,VII,ground,,Donkey Pokémon,1,110,385,70,100,70,45,55,45,Own Tempo,Stamina,,Inner Focus,0,0,0,Mudbray,Mudsdale,,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.
Mudsdale,750,VII,ground,,Draft Horse Pokémon,2.5,920,500,100,125,100,55,85,35,Own Tempo,Stamina,,Inner Focus,0,0,0,Mudbray,Mudsdale,,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.
Dewpider,751,VII,water,bug,Water Bubble Pokémon,0.3,4,269,38,40,52,40,72,27,Water Bubble,,,Water Absorb,0,0,0,Dewpider,Araquanid,,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.
Araquanid,752,VII,water,bug,Water Bubble Pokémon,1.8,82,454,68,70,92,50,132,42,Water Bubble,,,Water Absorb,0,0,0,Dewpider,Araquanid,,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal."
Fomantis,753,VII,grass,,Sickle Grass Pokémon,0.3,1.5,250,40,55,35,50,35,35,Leaf Guard,,,Contrary,0,0,0,Fomantis,Lurantis,,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it."
Lurantis,754,VII,grass,,Bloom Sickle Pokémon,0.9,18.5,480,70,105,90,80,90,45,Leaf Guard,,,Contrary,0,0,0,Fomantis,Lurantis,,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors."
Morelull,755,VII,grass,fairy,Illuminating Pokémon,0.2,1.5,285,40,35,55,65,75,15,Illuminate,Effect Spore,,Rain Dish,0,0,0,Morelull,Shiinotic,,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.
Shiinotic,756,VII,grass,fairy,Illuminating Pokémon,1,11.5,405,60,45,80,90,100,30,Illuminate,Effect Spore,,Rain Dish,0,0,0,Morelull,Shiinotic,,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips."
Salandit,757,VII,poison,fire,Toxic Lizard Pokémon,0.6,4.8,320,48,44,40,71,40,77,Corrosion,,,Oblivious,0,0,0,Salandit,Salazzle,,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.
Salazzle,758,VII,poison,fire,Toxic Lizard Pokémon,1.2,22.2,480,68,64,60,111,60,117,Corrosion,,,Oblivious,0,0,0,Salandit,Salazzle,,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.
Stufful,759,VII,normal,fighting,Flailing Pokémon,0.5,6.8,340,70,75,50,45,50,50,Fluffy,Klutz,,Cute Charm,0,0,0,Stufful,Bewear,,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation."
Bewear,760,VII,normal,fighting,Strong Arm Pokémon,2.1,135,500,120,125,80,55,60,60,Fluffy,Klutz,,Unnerve,0,0,0,Stufful,Bewear,,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones."
Bounsweet,761,VII,grass,,Fruit Pokémon,0.3,3.2,210,42,30,38,30,38,32,Leaf Guard,Oblivious,,Sweet Veil,0,0,0,Bounsweet,Steenee,Tsareena,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon."
Steenee,762,VII,grass,,Fruit Pokémon,0.7,8.2,290,52,40,48,40,48,62,Leaf Guard,Oblivious,,Sweet Veil,0,0,0,Bounsweet,Steenee,Tsareena,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness."
Tsareena,763,VII,grass,,Fruit Pokémon,1.2,21.4,510,72,120,98,50,98,72,Leaf Guard,Queenly Majesty,,Sweet Veil,0,0,0,Bounsweet,Steenee,Tsareena,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents."
Comfey,764,VII,fairy,,Posy Picker Pokémon,0.1,0.3,485,51,52,90,82,110,100,Flower Veil,Triage,,Natural Cure,0,0,0,Comfey,,,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey."
Oranguru,765,VII,normal,psychic,Sage Pokémon,1.5,76,490,90,60,80,90,110,60,Inner Focus,Telepathy,,Symbiosis,0,0,0,Oranguru,,,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.
Passimian,766,VII,fighting,,Teamwork Pokémon,2,82.8,490,100,120,90,40,60,80,Receiver,,,Defiant,0,0,0,Passimian,,,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries."
Wimpod,767,VII,bug,water,Turn Tail Pokémon,0.5,12,230,25,35,40,20,30,80,Wimp Out,,,,0,0,0,Wimpod,Golisopod,,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean."
Golisopod,768,VII,bug,water,Hard Scale Pokémon,2,108,530,75,125,140,60,90,40,Emergency Exit,,,,0,0,0,Wimpod,Golisopod,,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs."
Sandygast,769,VII,ghost,ground,Sand Heap Pokémon,0.5,70,320,55,55,80,70,45,15,Water Compaction,,,Sand Veil,0,0,0,Sandygast,Palossand,,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.
Palossand,770,VII,ghost,ground,Sand Castle Pokémon,1.3,250,480,85,75,110,100,75,35,Water Compaction,,,Sand Veil,0,0,0,Sandygast,Palossand,,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls."
Pyukumuku,771,VII,water,,Sea Cucumber Pokémon,0.3,1.2,410,55,60,130,30,130,5,Innards Out,,,Unaware,0,0,0,Pyukumuku,,,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them."
Type: Null,772,VII,normal,,Synthetic Pokémon,1.9,120.5,534,95,95,95,95,95,59,Battle Armor,,,,1,0,0,Type: Null,Silvally,,Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region.
Silvally,773,VII,normal,,Synthetic Pokémon,2.3,100.5,570,95,95,95,95,95,95,RKS System,,,,1,0,0,Type: Null,Silvally,,A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.
Minior,774,VII,rock,flying,Meteor Pokémon,0.3,40,440,60,60,100,60,100,60,Shields Down,,,,0,0,0,Minior,,,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground."
Komala,775,VII,normal,,Drowsing Pokémon,0.4,19.9,480,65,115,65,75,95,65,Comatose,,,,0,0,0,Komala,,,"It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether."
Turtonator,776,VII,fire,dragon,Blast Turtle Pokémon,2,212,485,60,78,135,91,85,36,Shell Armor,,,,0,0,0,Turtonator,,,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.
Togedemaru,777,VII,electric,steel,Roly-Poly Pokémon,0.3,3.3,435,65,98,63,40,73,96,Iron Barbs,Lightning Rod,,Sturdy,0,0,0,Togedemaru,,,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac."
Mimikyu,778,VII,ghost,fairy,Disguise Pokémon,0.2,0.7,476,55,90,80,50,105,96,Disguise,,,,0,0,0,Mimikyu,,,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier."
Bruxish,779,VII,water,psychic,Gnash Teeth Pokémon,0.9,19,475,68,105,70,70,70,92,Dazzling,Strong Jaw,,Wonder Skin,0,0,0,Bruxish,,,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area."
Drampa,780,VII,normal,dragon,Placid Pokémon,3,185,485,78,60,85,135,91,36,Berserk,Sap Sipper,,Cloud Nine,0,0,0,Drampa,,,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below."
Dhelmise,781,VII,ghost,grass,Sea Creeper Pokémon,3.9,210,517,70,131,100,86,90,40,Steelworker,,,,0,0,0,Dhelmise,,,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon."
Jangmo-o,782,VII,dragon,,Scaly Pokémon,0.6,29.7,300,45,55,65,45,45,45,Bulletproof,Soundproof,,Overcoat,0,0,0,Jangmo-o,Hakamo-o,Kommo-o,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.
Hakamo-o,783,VII,dragon,fighting,Scaly Pokémon,1.2,47,420,55,75,90,65,70,65,Bulletproof,Soundproof,,Overcoat,0,0,0,Jangmo-o,Hakamo-o,Kommo-o,"The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents."
Kommo-o,784,VII,dragon,fighting,Scaly Pokémon,1.6,78.2,600,75,110,125,100,105,85,Bulletproof,Soundproof,,Overcoat,0,0,0,Jangmo-o,Hakamo-o,Kommo-o,It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.
Tapu Koko,785,VII,electric,fairy,Land Spirit Pokémon,1.8,20.5,570,70,115,85,95,75,130,Electric Surge,,,Telepathy,1,0,0,Tapu Koko,,,"Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack."
Tapu Lele,786,VII,psychic,fairy,Land Spirit Pokémon,1.2,18.6,570,70,85,75,130,115,95,Psychic Surge,,,Telepathy,1,0,0,Tapu Lele,,,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.
Tapu Bulu,787,VII,grass,fairy,Land Spirit Pokémon,1.9,45.5,570,70,130,115,85,95,75,Grassy Surge,,,Telepathy,1,0,0,Tapu Bulu,,,"Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy."
Tapu Fini,788,VII,water,fairy,Land Spirit Pokémon,1.3,21.2,570,70,75,115,95,130,85,Misty Surge,,,Telepathy,1,0,0,Tapu Fini,,,"This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered."
Cosmog,789,VII,psychic,,Nebula Pokémon,0.2,0.1,200,43,29,31,29,31,37,Unaware,,,,0,1,0,Cosmog,Cosmoem,,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care."
